Title,Year,Publisher,Genre,Console
Knights of the Round,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
K?ryu Densetsu Villgust: Kieta Sh?jo,1992,"Bandai Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
K?ry? no Mimi,1995,Vap Inc.,Action,Super Nintendo Entertainment System
K?shien 2,1992,K. Amusement Leasing Co.,Sports,Super Nintendo Entertainment System
K?shien 3,1994,Magical Company Ltd.,Sports,Super Nintendo Entertainment System
K?shien 4,1995,Magical Company Ltd.,Sports,Super Nintendo Entertainment System
Krusty's Super Fun House,1992,"Acclaim Entertainment, Inc., Acclaim Entertainment Ltd., Acclaim Japan, Ltd.",Action,Super Nintendo Entertainment System
Kunio-kun no Dodge Ball da yo: Zenin Sh?go,1993,Technos Japan Corp.,"Action, Sports",Super Nintendo Entertainment System
Kunio no Oden,1994,Technos Japan Corp.,Puzzle,Super Nintendo Entertainment System
K?s? Kagaku Sekai Gulliver Boy,1996,"Bandai Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Kyle Petty's No Fear Racing,1995,"Williams Entertainment, Inc., Playtronic Industrial Ltda., Virgin Interactive Entertainment (Japan), Inc.",Racing / driving,Super Nintendo Entertainment System
Ky?yaku Megami Tensei: Megami Tensei I ?II,1995,"Atlus Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Lady Stalker: Kako kara no Ch?sen,1995,Taito Corporation,Action,Super Nintendo Entertainment System
Lagoon,1991,"Kemco/Seika, Kotobuki System Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Lamborghini: American Challenge,1993,"Playtronic Industrial Ltda., Titus France SA",Racing / driving,Super Nintendo Entertainment System
Laplace no Ma,1995,"Vic Tokai, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Last Action Hero,1993,Sony Imagesoft,"Action, Racing / driving",Super Nintendo Entertainment System
The Last Battle,1994,"Teichiku Co., LTD.",Role-Playing (RPG),Super Nintendo Entertainment System
The Lawnmower Man,1993,"Coconuts Japan Entertainment Co., Ltd., THQ Inc.",Action,Super Nintendo Entertainment System
Legend ,1993,"Seika Corporation, Sony Imagesoft",Action,Super Nintendo Entertainment System
The Legend of the Mystical Ninja,1991,"Konami Industry Co. Ltd., Konami, Inc.",Action,Super Nintendo Entertainment System
Lemmings,1991,"Playtronic Industrial Ltda., Sun Electronics Corp., Sun Corporation of America",Puzzle,Super Nintendo Entertainment System
Lemmings 2: The Tribes,1994,"Psygnosis Limited, Sun Corporation",Puzzle,Super Nintendo Entertainment System
Lennus II: F?in no Shito,1996,"Asmik Ace Entertainment, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Lester the Unlikely,1994,"Asmik Corporation, DTMC, Inc.",Action,Super Nintendo Entertainment System
Lethal Enforcers,1994,"Konami Co., Ltd., Konami (America), Inc.",Action,Super Nintendo Entertainment System
Lethal Weapon,1992,"Ocean of America, Inc.",Action,Super Nintendo Entertainment System
Libble Rabble,1994,Namco Limited,"Action, Puzzle",Super Nintendo Entertainment System
Liberty or Death,1994,"KOEI Co., Ltd., KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
The Lion King,1994,"Playtronic Industrial Ltda., Virgin Interactive Entertainment, Inc., Virgin Interactive Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
Little Magic,1993,Altron Corporation,Puzzle,Super Nintendo Entertainment System
Live a Live,1994,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Lock On,1993,"Asmik Corporation, Vic Tokai, Inc.",Action,Super Nintendo Entertainment System
Lode Runner Twin: Justy to Liberty no Daib?ken,1994,"T&E Soft, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Looney Tunes B-Ball,1994,Sun Corporation,Sports,Super Nintendo Entertainment System
Lord Monarch,1992,"Epoch Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
The Lost Vikings,1993,"T&E Soft, Inc., Interplay Productions, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Love Quest,1995,"Tokuma Shoten Publishing Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Lucky Luke,1997,Infogrames Multimedia SA,Action,Super Nintendo Entertainment System
Lufia II: Rise of the Sinistrals,1995,"Natsume, Inc., Taito Corporation",Role-Playing (RPG),Super Nintendo Entertainment System
Lufia & the Fortress of Doom,1993,"Taito America Corporation, Taito Corporation",Role-Playing (RPG),Super Nintendo Entertainment System
Madden NFL '94,1993,"Electronic Arts, Inc., Electronic Arts Victor",Sports,Super Nintendo Entertainment System
Madden NFL 95,1994,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
Madden NFL 96,1995,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
Madden NFL 97,1996,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
Madden NFL 98,1997,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
Mad? Monogatari: Hanamaru Daiy?chienji,1996,"Tokuma Shoten Publishing Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Magical Drop,1995,Data East Corporation,Puzzle,Super Nintendo Entertainment System
Magical Drop II,1996,Data East Corporation,Puzzle,Super Nintendo Entertainment System
Magical Pop'n,1995,"Pack-In-Video Co., Ltd",Action,Super Nintendo Entertainment System
The Magical Quest Starring Mickey Mouse,1992,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Magical Tarur?to-kun: Magic Adventure,1992,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Magic Boy,1993,"JVC Musical Industries, Inc.",Action,Super Nintendo Entertainment System
Magic Knight Rayearth,1995,"Tomy Company, Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Magic Sword,1992,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
Magna Braban: Henreki no Y?sha,1994,"ASK Kodansha Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Mahjong Gok? Tenjiku,1994,Chat Noir,Strategy / tactics,Super Nintendo Entertainment System
Mahjong Taikai II,1994,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Mah?jin GuruGuru 2,1996,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Majin Tensei,1994,"Atlus Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Majin Tensei II: Spiral Nemesis,1995,"Atlus Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Maj??,1995,"KSS, Softgarage",Action,Super Nintendo Entertainment System
Makeruna! Makend? 2,1995,Datam Polystar,Action,Super Nintendo Entertainment System
Märchen Adventure Cotton 100%,1994,Datam Polystar,Action,Super Nintendo Entertainment System
Mario is Missing!,1992,"Playtronic Industrial Ltda., Software Toolworks, Inc., The",Educational,Super Nintendo Entertainment System
Mario Paint,1992,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Educational,Super Nintendo Entertainment System
Mario's Early Years: Fun With Letters,1994,"Software Toolworks, Inc., The",Educational,Super Nintendo Entertainment System
Mario's Early Years: Fun with Numbers,1994,"Software Toolworks, Inc., The",Educational,Super Nintendo Entertainment System
Mario's Early Years: Preschool Fun,1994,"Software Toolworks, Inc., The",Educational,Super Nintendo Entertainment System
Mario's Super Picross,1995,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Mario's Time Machine,1993,"Software Toolworks, Inc., The","Adventure, Educational",Super Nintendo Entertainment System
Mario & Wario,1993,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Mark Davis' The Fishing Master,1995,"Acclaim Japan, Ltd., Natsume, Inc.","Simulation, Sports",Super Nintendo Entertainment System
Marko,1995,Acclaim Entertainment Ltd.,Action,Super Nintendo Entertainment System
Marvelous: M?hitotsu no Takarajima,1996,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Marvel Super Heroes in War of the Gems,1996,"Capcom Co., Ltd.",Action,Super Nintendo Entertainment System
Mary Shelley's Frankenstein,1994,Sony Imagesoft,Action,Super Nintendo Entertainment System
The Mask,1995,"THQ Inc., Virgin Interactive Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
Masters: Harukanaru Augusta 2,1993,"T&E Soft, Inc.",Sports,Super Nintendo Entertainment System
Maten Densetsu: Senritsu no Ooparts,1995,"TAKARA Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Math Blaster: Episode One - In Search of Spot,1994,"Davidson & Associates, Inc., Western Technologies Inc.",Educational,Super Nintendo Entertainment System
Maui Mallard in Cold Shadow,1996,"Capcom Co., Ltd., Disney Interactive, Inc.",Action,Super Nintendo Entertainment System
MazezaM Challenge,2013,Piko Interactive LLC,Puzzle,Super Nintendo Entertainment System
Mazinger Z,1993,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Mecarobot Golf,1993,"Toho Co., Ltd.",Sports,Super Nintendo Entertainment System
MechWarrior,1993,"Activision, Inc., Victor Musical Industries, Inc.",Action,Super Nintendo Entertainment System
Mega lo Mania,1993,"Imagineer Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Mega Man 7,1995,"Capcom Co., Ltd., Capcom Entertainment, Inc., Laguna Videospiele Vertriebs & Marketing GmbH",Action,Super Nintendo Entertainment System
Mega Man & Bass,1998,"Capcom Co., Ltd.",Action,Super Nintendo Entertainment System
Mega Man Soccer,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Sports,Super Nintendo Entertainment System
Mega Man X,1993,"Capcom Co., Ltd., Capcom U.S.A., Inc., Nintendo UK Entertainment Limited, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Mega Man X2,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc., Laguna Videospiele Vertriebs & Marketing GmbH",Action,Super Nintendo Entertainment System
Mega Man X3,1995,"Capcom Co., Ltd., Capcom Entertainment, Inc., Laguna Videospiele Vertriebs & Marketing GmbH",Action,Super Nintendo Entertainment System
Mega Man X (30th Anniversary Classic Cartridge),2018,iam8bit,Special edition,Super Nintendo Entertainment System
Megami Tensei Gaiden: Last Bible III,1995,"Atlus Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Metal Combat: Falcon's Revenge,1993,"Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Metal Marines,1993,"Namco Limited, Namco Hometek Inc.",Strategy / tactics,Super Nintendo Entertainment System
Metal Max 2,1993,Data East Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Metal Max Returns,1995,Data East Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Metal Morph,1994,FCI,Action,Super Nintendo Entertainment System
Metal Slader Glory: Director's Cut,2000,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Metal Warriors,1995,"Konami (America), Inc.",Action,Super Nintendo Entertainment System
Michael Andretti's Indy Car Challenge,1994,"Bullet-Proof Software, Inc.",Racing / driving,Super Nintendo Entertainment System
Michael Jordan: Chaos in the Windy City,1994,"Electronic Arts, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Mickey Mania,1994,"Capcom Co., Ltd., Sony Electronic Publishing Ltd.",Action,Super Nintendo Entertainment System
Mickey's Ultimate Challenge,1994,"Hi-Tech Expressions, Inc., Playtronic Industrial Ltda.",Puzzle,Super Nintendo Entertainment System
Micro Machines,1994,Ocean Software Ltd.,Racing / driving,Super Nintendo Entertainment System
Micro Machines 2: Turbo Tournament,1995,Ocean Software Ltd.,"Action, Racing / driving",Super Nintendo Entertainment System
Might and Magic II: Gates to Another World,1993,"Elite Systems Ltd., LOZC/G. Amusements Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Might and Magic III: Isles of Terra,1995,FCI,Role-Playing (RPG),Super Nintendo Entertainment System
Mighty Morphin Power Rangers,1994,"Bandai America, Inc., Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Mighty Morphin Power Rangers: The Fighting Edition,1995,"Bandai America, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Mighty Morphin Power Rangers: The Movie,1995,"Bandai America, Inc.",Action,Super Nintendo Entertainment System
Miracle Girls: Tomomi to Mikage no Miracle World Adventure,1993,"TAKARA Co., Ltd.",Action,Super Nintendo Entertainment System
The Miracle Piano Teaching System,1991,"Software Toolworks, Inc., The",Educational,Super Nintendo Entertainment System
MLBPA Baseball,1994,"Coconuts Japan Entertainment Co., Ltd., Electronic Arts, Inc., G.X. Media",Sports,Super Nintendo Entertainment System
Mo Hawk & Headphone Jack,1995,THQ Inc.,Action,Super Nintendo Entertainment System
Monopoly,1992,Parker Brothers,Strategy / tactics,Super Nintendo Entertainment System
Monstania,1996,"Pack-In-Video Co., Ltd",Role-Playing (RPG),Super Nintendo Entertainment System
Morph,1993,Sony Electronic Publishing Ltd.,"Action, Puzzle",Super Nintendo Entertainment System
Mortal Kombat,1993,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Mortal Kombat 3,1995,"Williams Entertainment, Inc.",Action,Super Nintendo Entertainment System
Mortal Kombat II,1994,"Acclaim Entertainment, Inc.",Action,Super Nintendo Entertainment System
M?ry? Senki Madara 2,1993,Konami Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Motoko-chan no Wonder Kitchen,1993,"Ajinomoto Co., Inc.","Educational, Simulation",Super Nintendo Entertainment System
Mr. Do!,1995,"Imagineer Co., Ltd.",Action,Super Nintendo Entertainment System
Mr. Nutz,1994,"Ocean Software Ltd., Ocean of America, Inc., SOFEL Co., Ltd.",Action,Super Nintendo Entertainment System
Ms. Pac-Man,1996,"Williams Entertainment, Inc.",Action,Super Nintendo Entertainment System
MTV's Beavis and Butt-Head,1994,Viacom New Media,Action,Super Nintendo Entertainment System
Mujint? Monogatari,1996,KSS,Simulation,Super Nintendo Entertainment System
Musya: The Classic Japanese Tale of Horror,1992,"Datam Polystar, SETA U.S.A., Inc.",Action,Super Nintendo Entertainment System
Mutant Fighter,1993,I'Max Corp.,Action,Super Nintendo Entertainment System
Mystery Circle,1992,K. Amusement Leasing Co.,"Action, Puzzle",Super Nintendo Entertainment System
Mystery Dungeon: Shiren the Wanderer,1995,"Chunsoft Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Mystic Ark,1995,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Natsume Championship Wrestling,1994,"Natsume, Inc.",Sports,Super Nintendo Entertainment System
NBA All-Star Challenge,1992,"Acclaim Japan, Ltd., LJN, Ltd.",Sports,Super Nintendo Entertainment System
NBA Give 'n Go,1995,"Konami Co., Ltd., Konami (America), Inc.",Sports,Super Nintendo Entertainment System
NBA Hangtime,1996,"Midway Home Entertainment, Inc.",Sports,Super Nintendo Entertainment System
NBA Jam,1994,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.","Action, Sports",Super Nintendo Entertainment System
NBA Jam Tournament Edition,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.","Action, Sports",Super Nintendo Entertainment System
NBA Live 95,1994,"Electronic Arts, Inc., Electronic Arts Victor",Sports,Super Nintendo Entertainment System
NBA Live 96,1996,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NBA Live 97,1996,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NBA Live 98,1997,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NBA Showdown,1993,"Electronic Arts, Inc., Electronic Arts Victor",Sports,Super Nintendo Entertainment System
NCAA Basketball,1992,"HAL Laboratory, Inc., Nintendo of America Inc., Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
NCAA Final Four Basketball,1995,"Mindscape, Inc.",Sports,Super Nintendo Entertainment System
NCAA Football,1994,"Mindscape, Inc.",Sports,Super Nintendo Entertainment System
Nekketsu Tairiku: Burning Heroes,1995,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Neugier: Umi to Kaze no K?d?,1993,"Telenet Japan Co., Ltd.",Action,Super Nintendo Entertainment System
New Horizons,1994,"KOEI Co., Ltd., KOEI Corporation","Simulation, Strategy / tactics",Super Nintendo Entertainment System
Newman/Haas IndyCar featuring Nigel Mansell,1994,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.","Racing / driving, Simulation",Super Nintendo Entertainment System
NFL Football,1993,"Konami Co., Ltd., Konami of America, Inc.",Sports,Super Nintendo Entertainment System
NFL Quarterback Club,1994,"Acclaim Japan, Ltd., LJN, Ltd.",Sports,Super Nintendo Entertainment System
NFL Quarterback Club 96,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.",Sports,Super Nintendo Entertainment System
NHL '94,1993,"Electronic Arts, Inc., Electronic Arts Victor",Sports,Super Nintendo Entertainment System
NHL 95,1994,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NHL 96,1995,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NHL 97,1996,"Electronic Arts, Inc., Electronic Arts Ltd.",Sports,Super Nintendo Entertainment System
NHL 98,1997,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NHLPA Hockey '93,1992,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
NHL Stanley Cup,1993,"Nintendo of America Inc., Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
Nickelodeon: Aaahh!!! Real Monsters,1995,Viacom New Media,Action,Super Nintendo Entertainment System
Nickelodeon GUTS,1994,Viacom New Media,Sports,Super Nintendo Entertainment System
Nigel Mansell's World Championship Racing,1993,"GameTek, Inc., Nissho Iwai Infocom Systems Co., Ltd.","Racing / driving, Simulation",Super Nintendo Entertainment System
Nightmare Busters,2013,Super Fighter Team,Action,Super Nintendo Entertainment System
Ninja Gaiden Trilogy,1995,"Tecmo, Inc., Tecmo, Ltd.",Compilation,Super Nintendo Entertainment System
The Ninja Warriors,1994,"Taito Corporation, Titus France SA",Action,Super Nintendo Entertainment System
Nintendo Campus Challenge,1992,Nintendo of America Inc.,Compilation,Super Nintendo Entertainment System
Nintendo PowerFest '94,1994,Nintendo of America Inc.,Compilation,Super Nintendo Entertainment System
Nobunaga no Yab?: Ha? Den,1993,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Nobunaga's Ambition,1993,"KOEI Co., Ltd., KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
Nobunaga's Ambition: Lord of Darkness,1991,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
No Escape,1994,Sony Imagesoft,Action,Super Nintendo Entertainment System
Nolan Ryan's Baseball ,1991,"Romstar, Inc., SETA Corporation",Sports,Super Nintendo Entertainment System
Nontan to Issho: Kuru Kuru Puzzle,1994,Victor Entertainment Inc.,Puzzle,Super Nintendo Entertainment System
Norse by Norse West: The Return of the Lost Vikings,1997,Interplay Entertainment Corp.,"Action, Puzzle",Super Nintendo Entertainment System
Nosferatu,1994,"SETA Corporation, SETA U.S.A., Inc.",Action,Super Nintendo Entertainment System
Obitus,1994,Psygnosis Limited,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Ogre Battle,1993,"Enix America Corporation, Quest Corporation","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Oh-chan no Oekaki Logic,1995,Sun Corporation,Puzzle,Super Nintendo Entertainment System
Olympic Summer Games,1996,Black Pearl Software,Sports,Super Nintendo Entertainment System
On the Ball,1992,"Taito America Corporation, Taito Corporation","Puzzle, Racing / driving",Super Nintendo Entertainment System
Operation Europe: Path to Victory 1939-45,1993,"KOEI Co., Ltd., KOEI Corporation","Simulation, Strategy / tactics",Super Nintendo Entertainment System
Operation Logic Bomb,1993,"Jaleco Ltd., Jaleco USA, Inc.",Action,Super Nintendo Entertainment System
Operation Thunderbolt,1994,Taito Corporation,Action,Super Nintendo Entertainment System
Oscar,1996,Titus France SA,Action,Super Nintendo Entertainment System
Osu!! Karate Bu,1994,Culture Brain Inc.,Action,Super Nintendo Entertainment System
Othello World,1992,Tsukuda Original,Strategy / tactics,Super Nintendo Entertainment System
Otogiris?,1992,"Chunsoft Co., Ltd.",Adventure,Super Nintendo Entertainment System
Outlander,1993,"Mindscape, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
Out of This World,1992,"Interplay Productions, Inc., Victor Musical Industries, Inc.",Action,Super Nintendo Entertainment System
Pac-Attack,1993,"Namco Europe Limited, Namco Hometek Inc.",Puzzle,Super Nintendo Entertainment System
Pac-in-Time,1995,"Namco Limited, Namco Hometek Inc.",Action,Super Nintendo Entertainment System
Packy & Marlon,1995,raya systems,"Action, Educational",Super Nintendo Entertainment System
Pac-Man 2: The New Adventures,1994,"Namco Limited, Namco Hometek Inc.",Adventure,Super Nintendo Entertainment System
The Pagemaster,1994,"Fox Interactive, Inc.",Action,Super Nintendo Entertainment System
Paladin's Quest,1992,"Asmik Corporation, Enix America Corporation",Role-Playing (RPG),Super Nintendo Entertainment System
Panel de Pon,1995,"Nintendo Co., Ltd.","Action, Puzzle",Super Nintendo Entertainment System
Panic in Nakayoshi World,1994,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Paperboy 2,1991,"Mindscape, Inc.",Action,Super Nintendo Entertainment System
Parodius,1992,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
The Peace Keepers,1993,"Jaleco Ltd., Jaleco USA, Inc.",Action,Super Nintendo Entertainment System
Pebble Beach Golf Links,1992,"T&E Soft, Inc., T&E Soft of America, Inc.",Sports,Super Nintendo Entertainment System
Pebble Beach no Hat?: New - Tournament Edition,1996,"T&E Soft, Inc.",Sports,Super Nintendo Entertainment System
PGA European Tour,1996,Black Pearl Software,"Simulation, Sports",Super Nintendo Entertainment System
PGA Tour Golf,1992,"Electronic Arts, Inc., Imagineer Co., Ltd.",Sports,Super Nintendo Entertainment System
PGA Tour Golf III,1996,Black Pearl Software,"Simulation, Sports",Super Nintendo Entertainment System
Phalanx,1992,"Kemco America, Inc., Kotobuki System Co., Ltd.",Action,Super Nintendo Entertainment System
Phantom 2040,1995,Viacom New Media,Action,Super Nintendo Entertainment System
Picross NP Vol.1,1999,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol. 2,1999,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol. 3,1999,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol.4,1999,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol.5,1999,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol.6,2000,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol.7,2000,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Picross NP Vol.8,2000,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Pieces,1994,"Atlus Co., Ltd., Hori Electric Co., Ltd.","Action, Puzzle",Super Nintendo Entertainment System
Pierre le Chef is... Out to Lunch,1993,"Mindscape International Ltd., Mindscape, Inc.",Action,Super Nintendo Entertainment System
Pilotwings,1990,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.","Action, Simulation",Super Nintendo Entertainment System
Pinball Dreams,1994,"Coconuts Japan Entertainment Co., Ltd., GameTek, Inc., GameTek UK Ltd.",Action,Super Nintendo Entertainment System
Pinball Fantasies,1995,"GameTek, Inc., GameTek UK Ltd.",Action,Super Nintendo Entertainment System
Pink Goes to Hollywood,1993,"Altron Corporation, TecMagik Entertainment Ltd.",Action,Super Nintendo Entertainment System
Pinocchio,1996,"Capcom Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,Super Nintendo Entertainment System
Pipe Dream,1992,"Bullet-Proof Software, Inc.",Puzzle,Super Nintendo Entertainment System
The Pirates of Dark Water,1994,"Playtronic Industrial Ltda., Sun Corporation",Action,Super Nintendo Entertainment System
Pitfall: The Mayan Adventure,1994,"Activision, Inc., Playtronic Industrial Ltda., Pony Canyon, Inc.",Action,Super Nintendo Entertainment System
Pit-Fighter,1991,THQ Inc.,Action,Super Nintendo Entertainment System
Plok,1993,"Activision Japan Co., Ltd., Tradewest, Inc.",Action,Super Nintendo Entertainment System
Pocky & Rocky,1992,"Natsume Co., Ltd., Natsume, Inc.",Action,Super Nintendo Entertainment System
Pocky & Rocky 2,1994,"Natsume Co., Ltd., Natsume, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Poitto!,1994,"TAKARA Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Popful Mail,1994,Nihon Falcom Corp.,Action,Super Nintendo Entertainment System
Pop'n Twinbee,1993,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Pop'n TwinBee Rainbow Bell Adventures,1994,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Populous,1990,"Acclaim Entertainment, Inc., Imagineer Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Populous II: Trials of the Olympian Gods,1993,"Imagineer Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Porky Pig's Haunted Holiday,1995,Sun Corporation,Action,Super Nintendo Entertainment System
Power Drive,1994,U.S. Gold Ltd.,Racing / driving,Super Nintendo Entertainment System
Power Instinct,1994,"Atlus Co., Ltd., Atlus Software Inc.",Action,Super Nintendo Entertainment System
PowerMonger,1993,"Imagineer Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Power Piggs of the Dark Age ,1996,Titus Software Corporation,Action,Super Nintendo Entertainment System
Prehistorik Man,1995,"Kotobuki System Co., Ltd., Playtronic Industrial Ltda., Titus Software Corporation",Action,Super Nintendo Entertainment System
Primal Rage,1995,Time Warner Interactive Inc.,Action,Super Nintendo Entertainment System
Prince of Persia,1992,"Konami of Europe GmbH, Konami of America, Inc., Masaya",Action,Super Nintendo Entertainment System
Prince of Persia 2: The Shadow & The Flame,1996,Titus Software Corporation,Action,Super Nintendo Entertainment System
Princess Maker: Legend of Another World,1995,"TAKARA Co., Ltd.","Role-Playing (RPG), Simulation",Super Nintendo Entertainment System
Princess Minerva,1995,Vic Tokai Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Pro Quarterback,1992,"Tradewest, Inc.",Sports,Super Nintendo Entertainment System
Pro Sport Hockey,1994,"Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Psycho Dream,1992,"Telenet Japan Co., Ltd.",Action,Super Nintendo Entertainment System
P.T.O.: Pacific Theater of Operations,1992,"KOEI Co., Ltd.","Educational, Strategy / tactics",Super Nintendo Entertainment System
P.T.O.: Pacific Theater of Operations II,1995,"KOEI Co., Ltd., KOEI Corporation","Simulation, Strategy / tactics",Super Nintendo Entertainment System
Pushover,1992,Ocean Software Ltd.,"Action, Puzzle",Super Nintendo Entertainment System
Putty,1993,"U.S. Gold Ltd., Varie Corporation",Action,Super Nintendo Entertainment System
Putty Squad,1994,Ocean Software Ltd.,Action,Super Nintendo Entertainment System
Puyo Puyo,1993,"Banpresto Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Puyo Puyo 2,1995,,Puzzle,Super Nintendo Entertainment System
Q*bert 3,1992,"NTV International Corporation, Vap Inc.",Action,Super Nintendo Entertainment System
Race Drivin',1992,THQ Inc.,Racing / driving,Super Nintendo Entertainment System
Radical Dreamers: Nusumenai H?seki,1996,"Square Co., Ltd.",Adventure,Super Nintendo Entertainment System
